         3881116 function calls (3838170 primitive calls) in 165.909 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 basic.py:313(SparseVariable)
        1    0.000    0.000    0.021    0.021 __init__.py:24(<module>)
       11    0.000    0.000    0.001    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
        1    0.000    0.000    0.053    0.053 utils.py:4(<module>)
        1    0.000    0.000    0.018    0.018 builders.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:352(<listcomp>)
      266    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.003    0.000 blas.py:1802(make_node)
        1    0.000    0.000    0.002    0.002 matfuncs.py:3(<module>)
        1    0.000    0.000    0.025    0.025 __init__.py:41(<module>)
        1    0.000    0.000    0.010    0.010 var.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sysconfig.py:1(<module>)
       25    0.000    0.000    0.002    0.000 numeric.py:1905(array_str)
       21    0.000    0.000    0.002    0.000 _collections_abc.py:594(get)
       60    0.000    0.000    0.000    0.000 threading.py:246(_release_save)
      178    0.000    0.000    0.000    0.000 cc.py:1062(<listcomp>)
       17    0.000    0.000    0.001    0.000 fromnumeric.py:1886(any)
       16    0.000    0.000    0.002    0.000 contextlib.py:106(contextmanager)
        1    0.000    0.000    0.008    0.008 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.476    0.476 __init__.py:86(<module>)
        1    0.000    0.000    0.003    0.003 blas_scipy.py:3(<module>)
        1    0.000    0.000    0.040    0.040 minpack.py:1(<module>)
        1    0.000    0.000    0.009    0.009 context.py:1(<module>)
       88    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.018    0.018 least_squares.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       15    0.000    0.000    0.016    0.001 sysconfig.py:77(get_python_inc)
       14    0.000    0.000    0.001    0.000 base.py:262(attrs)
        1    0.000    0.000    0.002    0.002 extras.py:10(<module>)
      460    0.000    0.000    0.000    0.000 opt.py:101(add_requirements)
        1    0.000    0.000    0.074    0.074 utils.py:5(<module>)
      219    0.000    0.000    0.000    0.000 opt.py:1843(on_prune)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.044    0.044 dist.py:5(<module>)
       42    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       20    0.000    0.000    0.012    0.001 ipaddress.py:1099(_ip_int_from_string)
        1    0.000    0.000    0.004    0.004 ops.py:6(<module>)
        2    0.000    0.000    0.007    0.003 rcsetup.py:793(validate_cycler)
       46    0.000    0.000    0.019    0.000 graph.py:183(__str__)
       14    0.000    0.000    0.001    0.000 pyparsing.py:640(__iadd__)
        1    0.000    0.000    0.174    0.174 __init__.py:57(<module>)
        9    0.000    0.000    0.006    0.001 basic.py:2423(make_node)
        1    0.000    0.000    0.000    0.000 base.py:61(default_lapl)
      122    0.000    0.000    0.000    0.000 vm.py:941(<listcomp>)
       24    0.000    0.000    0.014    0.001 subtensor.py:54(make_constant)
      118    0.000    0.000    0.001    0.000 opt.py:42(local_inplace_remove0)
       31    0.000    0.000    0.000    0.000 params_type.py:676(c_cleanup)
       43    0.000    0.000    0.001    0.000 __init__.py:212(_acquireLock)
       70    0.000    0.000    0.001    0.000 opt.py:5678(<listcomp>)
       14    0.000    0.000    0.000    0.000 mmalobj.py:1329(_get_framesize)
        2    0.000    0.000    0.004    0.002 configparser.py:599(__init__)
       24    0.000    0.000    0.000    0.000 numeric.py:1432(rollaxis)
       40    0.000    0.000    0.000    0.000 cc.py:237(<listcomp>)
        1    0.000    0.000    0.003    0.003 calendar.py:6(<module>)
        6    0.000    0.000    0.003    0.000 basic.py:3897(init_name)
       94    0.000    0.000    0.001    0.000 ssl.py:132(<lambda>)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
      8/7    0.000    0.000    0.015    0.002 sysconfig.py:483(get_paths)
       16    0.000    0.000    0.005    0.000 opt.py:1790(__str__)
        1    0.000    0.000    0.004    0.004 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2731(MaskedArray)
       26    0.000    0.000    0.004    0.000 core.py:6498(getdoc)
       33    0.000    0.000    0.000    0.000 sharedvar.py:71(scalar_constructor)
      206    0.000    0.000    0.000    0.000 opt.py:1847(on_change_input)
        1    0.000    0.000    0.027    0.027 vm.py:7(<module>)
       12    0.000    0.000    0.012    0.001 basic.py:6042(dot)
       10    0.000    0.000    0.003    0.000 numeric.py:87(zeros_like)
        1    0.000    0.000    0.022    0.022 util.py:258(_findSoname_ldconfig)
        1    0.000    0.000    0.003    0.003 imp.py:7(<module>)
      118    0.000    0.000    0.001    0.000 opt.py:209(local_addsd_ccode)
        1    0.000    0.000    0.015    0.015 os.py:1023(popen)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(ArgumentParser)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
      118    0.000    0.000    0.001    0.000 raw_random.py:907(random_make_inplace)
       37    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
       10    0.000    0.000    0.002    0.000 nnet.py:1580(local_argmax_pushdown)
       12    0.000    0.000    0.024    0.002 pyparsing.py:3837(parseImpl)
       13    0.000    0.000    0.001    0.000 pyparsing.py:3759(__str__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.005    0.005 rng_mrg.py:14(<module>)
       33    0.000    0.000    0.000    0.000 shared_randomstreams.py:23(randomstate_constructor)
       51    0.000    0.000    0.001    0.000 subtensor.py:298(collapse)
        1    0.000    0.000    0.174    0.174 optimizers.py:81(set_weights)
      333    0.000    0.000    0.000    0.000 toolbox.py:252(on_import)
       60    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
       13    0.000    0.000    0.437    0.034 six.py:91(__get__)
        1    0.000    0.000    0.005    0.005 toolbox.py:1(<module>)
       64    0.000    0.000    0.001    0.000 subtensor.py:92(convert)
        1    0.000    0.000    0.011    0.011 convolutional.py:2(<module>)
       44    0.000    0.000    0.001    0.000 __init__.py:1270(info)
        1    0.000    0.000    0.017    0.017 corr.py:1(<module>)
       10    0.000    0.000    0.000    0.000 function_module.py:103(fgraph_updated_vars)
        1    0.000    0.000    0.309    0.309 topology.py:2(<module>)
    37/17    0.000    0.000    0.066    0.004 opt.py:543(apply_local_dimshuffle_lift)
        1    0.000    0.000    0.018    0.018 subprocess.py:42(<module>)
       20    0.000    0.000    0.005    0.000 rcsetup.py:348(validate_color_for_prop_cycle)
       40    0.000    0.000    0.000    0.000 cc.py:243(<listcomp>)
       43    0.000    0.000    0.004    0.000 core.py:143(get_object_signature)
       68    0.000    0.000    0.000    0.000 opt.py:328(<listcomp>)
       17    0.000    0.000    0.004    0.000 pyparsing.py:1926(__or__)
       14    0.000    0.000    0.004    0.000 basic.py:1168(_conversion)
       27    0.000    0.000    0.003    0.000 pyparsing.py:4208(__init__)
        6    0.000    0.000    0.032    0.005 enum.py:532(_convert)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1075(_make_netmask)
        1    0.000    0.000    0.013    0.013 _ode.py:39(<module>)
       10    0.000    0.000    0.002    0.000 function_module.py:1594(_check_unused_inputs)
       53    0.000    0.000    0.000    0.000 gradient.py:803(<listcomp>)
       52    0.000    0.000    0.000    0.000 opt_uncanonicalize.py:145(local_dimshuffle_alloc)
       18    0.000    0.000    0.001    0.000 core.py:1021(__init__)
    43/26    0.000    0.000    0.033    0.001 elemwise.py:635(<listcomp>)
       15    0.000    0.000    0.001    0.000 basic.py:2492(c_code)
        8    0.000    0.000    0.000    0.000 opt.py:1950(local_subtensor_remove_broadcastable_index)
       24    0.000    0.000    0.004    0.000 subtensor.py:455(__init__)
        2    0.000    0.000    0.001    0.001 sharedvar.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        1    0.000    0.000    0.004    0.004 basic.py:3(<module>)
       82    0.000    0.000    0.001    0.000 basic.py:1225(__hash__)
       40    0.000    0.000    0.000    0.000 cc.py:241(<listcomp>)
       46    0.000    0.000    0.005    0.000 graph.py:1384(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:257(<listcomp>)
        1    0.000    0.000    0.019    0.019 dis.py:1(<module>)
        5    0.000    0.000    0.026    0.005 elemwise.py:291(grad)
        1    0.000    0.000    0.000    0.000 _sysconfigdata_m.py:2(<module>)
        4    0.000    0.000    0.000    0.000 mmalobj.py:1073(<listcomp>)
       10    0.000    0.000    0.030    0.003 scan_opt.py:998(apply)
        4    0.000    0.000   14.986    3.746 core.py:822(build)
        1    0.000    0.000    0.000    0.000 var.py:35(_tensor_py_operators)
       31    0.000    0.000    0.000    0.000 pyparsing.py:2409(parseImpl)
        4    0.000    0.000    0.004    0.001 core.py:794(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:316(<listcomp>)
       11    0.000    0.000    0.001    0.000 enum.py:361(_get_mixins_)
       20    0.000    0.000    0.008    0.000 basic.py:898(upcast_out_no_complex)
       50    0.000    0.000    0.001    0.000 cmodule.py:324(last_access_time)
       20    0.000    0.000    0.001    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.007    0.007 core.py:2(<module>)
      135    0.000    0.000    0.000    0.000 basic.py:3971(<listcomp>)
       18    0.000    0.000    0.000    0.000 rcsetup.py:652(__call__)
       22    0.000    0.000    0.004    0.000 basic.py:920(__call__)
       15    0.000    0.000    0.005    0.000 generic_utils.py:209(has_arg)
        1    0.000    0.000    0.011    0.011 scan_op.py:48(<module>)
       10    0.000    0.000    0.000    0.000 vm.py:956(<listcomp>)
        1    0.000    0.000    0.024    0.024 ivp.py:1(<module>)
        9    0.000    0.000    0.002    0.000 basic.py:2450(c_code)
        1    0.000    0.000    0.003    0.003 _linprog_ip.py:3(<module>)
      115    0.000    0.000    0.000    0.000 opt.py:7197(<listcomp>)
       22    0.000    0.000    0.002    0.000 elemwise.py:603(<listcomp>)
        1    0.000    0.000    0.009    0.009 compressed.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        8    0.000    0.000    0.000    0.000 rcsetup.py:874(validate_animation_writer_path)
       59    0.000    0.000    0.000    0.000 configparser.py:419(booltype)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
        1    0.000    0.000    0.020    0.020 shutil.py:5(<module>)
       12    0.000    0.000    0.001    0.000 pyparsing.py:4735(<lambda>)
        9    0.000    0.000    0.019    0.002 decorator.py:224(decorate)
        1    0.000    0.000    0.001    0.001 __init__.py:170(<listcomp>)
       46    0.000    0.000    0.004    0.000 graph.py:805(orphans)
      118    0.000    0.000    0.001    0.000 opt.py:3348(local_inplace_setsubtensor)
       21    0.000    0.000    0.002    0.000 sigm.py:437(is_1pexp)
      122    0.000    0.000    0.000    0.000 vm.py:1103(<listcomp>)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:356(<listcomp>)
        1    0.000    0.000    0.005    0.005 corr3d.py:1(<module>)
       19    0.000    0.000    0.000    0.000 dual.py:52(register_func)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
       36    0.000    0.000    0.000    0.000 gradient.py:1038(<listcomp>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:285(_add_types)
       20    0.000    0.000    0.000    0.000 elemwise.py:1746(_acc_dtype)
        1    0.000    0.000    0.010    0.010 fg.py:6(<module>)
        1    0.000    0.000    0.011    0.011 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       44    0.000    0.000    0.000    0.000 basic.py:1095(__str__)
        1    0.000    0.000    0.000    0.000 {built-in method h5py._conv.register_converters}
       54    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
       43    0.000    0.000    0.001    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.035    0.035 log.py:2(<module>)
        1    0.000    0.000    0.118    0.118 message.py:5(<module>)
       56    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
       40    0.000    0.000    0.000    0.000 cmodule.py:112(__init__)
        7    0.000    0.000    0.001    0.000 utils.py:22(get_include)
        7    0.000    0.000    0.001    0.000 misc_util.py:2099(get_numpy_include_dirs)
       46    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
       13    0.000    0.000    0.000    0.000 group.py:34(__init__)
       40    0.000    0.000    0.000    0.000 cc.py:246(<listcomp>)
      118    0.000    0.000    0.001    0.000 opt.py:3377(local_inplace_incsubtensor1)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       10    0.000    0.000    0.000    0.000 scan_opt.py:1014(<listcomp>)
        1    0.000    0.000    0.002    0.002 profiling.py:4(<module>)
       53    0.000    0.000    0.000    0.000 opt.py:445(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        6    0.000    0.000    0.001    0.000 version.py:307(parse)
       17    0.000    0.000    0.002    0.000 pyparsing.py:3554(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.010    0.010 sysconfig.py:10(<module>)
       14    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
       58    0.000    0.000    0.000    0.000 configparser.py:425(is_valid_bool)
        1    0.000    0.000    0.003    0.003 fitpack2.py:7(<module>)
        1    0.000    0.000    0.004    0.004 spectral.py:2(<module>)
        1    0.000    0.000    0.002    0.002 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.056    0.056 data_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.012    0.012 decorator.py:33(<module>)
        1    0.000    0.000    0.004    0.004 test_dataset.py:17(<module>)
       10    0.000    0.000    0.000    0.000 basic.py:661(<listcomp>)
       27    0.000    0.000    0.002    0.000 subtensor.py:458(my_as_scalar)
       24    0.000    0.000    0.005    0.000 var.py:463(includes_bool)
       17    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap>:737(create_module)
